"","species_new","trait_ind","emb_ind","phylo_ind"
"684","Agrostis exarata",729,1390,33501
"685","Agrostis foliata",730,1392,33484
"686","Agrostis gigantea",731,1375,33509
"687","Agrostis hyemalis",732,1400,33477
"688","Agrostis idahoensis",733,1402,33500
"689","Agrostis mertensii",734,1408,33502
"690","Agrostis montevidensis",735,1409,33470
"691","Agrostis pallens",736,1412,33498
"692","Agrostis perennans",737,1413,33503
"693","Agrostis producta",738,1414,33511
"694","Agrostis rupestris",739,1415,33467
"695","Agrostis scabra",740,1416,33505
"696","Agrostis schleicheri",741,1417,33466
"697","Agrostis stolonifera",742,1418,33496
"698","Agrostis tenerrima",744,1422,33510
"699","Agrostis thurberiana",745,1423,33522
"700","Agrostis variabilis",746,1428,33458
"701","Agrostis vinealis",747,1431,33499
"702","Agrostistachys indica",743,1432,22796
"703","Aidia canthioides",748,1435,9331
"704","Aidia cochinchinensis",749,1436,9330
"705","Aidia densiflora",750,1438,9328
"706","Aidia genipiflora",751,1439,9327
"707","Aidia micrantha",752,1440,9333
"708","Aidia racemosa",753,1441,9326
"709","Ailanthus altissima",754,1443,25764
"710","Ailanthus integrifolia",755,1444,25763
"711","Ailanthus triphysa",756,1445,25765
"712","Aiouea costaricensis",758,1451,37475
"713","Aiouea grandifolia",759,1453,37472
"714","Aiouea longipetiolata",760,1455,37470
"715","Aiouea saligna",761,1456,37474
"716","Aiouea trinervis",762,1457,37469
"717","Aiphanes ulei",763,1461,36044
"718","Aira caryophyllea",764,1462,33226
"719","Aira cupaniana",765,1463,33225
"720","Aira elegantissima",766,1464,33224
"721","Aira praecox",767,1465,33227
"722","Aira provincialis",768,1466,33223
"723","Aizoanthemum hispanicum",769,1471,12974
"724","Aizoon canariense",770,1474,12971
"725","Aizoon virgatum",771,1478,12968
"726","Ajania achilleoides",772,1479,1904
"727","Ajania fruticulosa",773,1480,1906
"728","Ajania tibetica",774,1483,1902
"729","Ajuga australis",776,1484,6143
"730","Ajuga chamaepitys",777,1486,6146
"731","Ajuga genevensis",778,1488,6141
"732","Ajuga integrifolia",779,1489,6140
"733","Ajuga iva",780,1490,6139
"734","Ajuga orientalis",781,1493,6136
"735","Ajuga pyramidalis",782,1495,6134
"736","Ajuga reptans",783,1496,6144
"737","Akebia quinata",784,1499,30061
"738","Akebia trifoliata",785,1500,30063
"739","Alafia barteri",786,1501,9798
"740","Alangium chinense",788,1503,12615
"741","Alangium javanicum",789,1504,12614
"742","Alangium kurzii",790,1505,12616
"743","Alangium platanifolium",791,1506,12617
"744","Alangium ridleyi",792,1507,12619
"745","Alangium villosum",793,1508,12618
"746","Alantsilodendron decaryanum",794,1511,18030
"747","Alantsilodendron humbertii",795,1512,18031
"748","Albizia adianthifolia",797,1514,17913
"749","Albizia adinocephala",798,1515,17910
"750","Albizia amara",799,1516,17871
"751","Albizia anthelmintica",800,1517,17915
"752","Albizia antunesiana",801,1518,17756
"753","Albizia aurisparsa",802,1519,17755
"754","Albizia bernieri",803,1520,17754
"755","Albizia brevifolia",804,1522,17752
"756","Albizia carbonaria",805,1523,17751
"757","Albizia chevalieri",806,1524,17750
"758","Albizia chinensis",807,1525,17880
"759","Albizia commiphoroides",808,1526,17749
"760","Albizia ferruginea",809,1529,17746
"761","Albizia gummifera",810,1530,17912
"762","Albizia harveyi",811,1531,17914
"763","Albizia julibrissin",812,1532,17882
"764","Albizia kalkora",813,1533,17881
"765","Albizia lebbeck",814,1535,17714
"766","Albizia malacophylla",815,1536,17744
"767","Albizia multiflora",816,1537,17743
"768","Albizia myriophylla",817,1538,17877
"769","Albizia niopoides",818,1539,17911
"770","Albizia odoratissima",819,1540,17878
"771","Albizia pedicellaris",820,1541,17908
"772","Albizia pistaciifolia",821,1542,17742
"773","Albizia procera",822,1544,17879
"774","Albizia retusa",823,1545,17741
"775","Albizia saman",824,1547,17919
"776","Albizia schimperiana",825,1548,17870
"777","Albizia tomentosa",826,1549,17909
"778","Albizia tulearensis",827,1550,17739
"779","Albizia versicolor",828,1551,17872
"780","Albizia zygia",829,1552,17738
"781","Albuca acuminata",831,1554,30966
"782","Albuca canadensis",832,1555,30967
"783","Albuca cooperi",833,1557,30968
"784","Albuca donaldsonii",834,1558,30965
"785","Albuca stapffii",835,1563,30974
"786","Alcea nudiflora",836,1568,24525
"787","Alcea pallida",837,1569,24530
"788","Alcea rosea",838,1570,24528
"789","Alcea rugosa",839,1571,24524
"790","Alchemilla alpigena",841,1574,18756
"791","Alchemilla alpina",842,1575,18775
"792","Alchemilla colorata",843,1585,18764
"793","Alchemilla conjuncta",844,1587,18747
"794","Alchemilla connivens",845,1588,18746
"795","Alchemilla coriacea",846,1589,18763
"796","Alchemilla crinita",847,1591,18758
"797","Alchemilla cryptantha",848,1592,18785
"798","Alchemilla ellenbeckii",849,1597,18787
"799","Alchemilla erythropoda",850,1598,18740
"800","Alchemilla exigua",851,1599,18774
"801","Alchemilla fallax",852,1600,18771
"802","Alchemilla filicaulis",853,1601,18760
"803","Alchemilla fissa",854,1603,18768
"804","Alchemilla flabellata",855,1604,18765
"805","Alchemilla glabra",856,1605,18767
"806","Alchemilla glaucescens",857,1606,18739
"807","Alchemilla glomerulans",858,1607,18738
"808","Alchemilla hoppeana",859,1614,18733
"809","Alchemilla hybrida",860,1615,18769
"810","Alchemilla incisa",861,1616,18762
"811","Alchemilla mollis",862,1620,18766
"812","Alchemilla monticola",863,1621,18730
"813","Alchemilla obtusa",864,1624,18728
"814","Alchemilla pallens",865,1625,18727
"815","Alchemilla pentaphyllea",866,1626,18779
"816","Alchemilla pinnata",867,1627,18807
"817","Alchemilla reniformis",868,1630,18725
"818","Alchemilla sericoneura",869,1634,18722
"819","Alchemilla splendens",870,1635,18770
"820","Alchemilla straminea",871,1636,18721
"821","Alchemilla subcrenata",872,1637,18720
"822","Alchemilla subglobosa",873,1638,18719
"823","Alchemilla velebitica",874,1642,18717
"824","Alchemilla wichurae",875,1643,18716
"825","Alchemilla xanthochlora",876,1644,18772
"826","Alchornea aquifolia",878,1646,22809
"827","Alchornea cordifolia",879,1648,22812
"828","Alchornea costaricensis",880,1649,22807
"829","Alchornea discolor",881,1650,22806
"830","Alchornea floribunda",882,1651,22811
"831","Alchornea glandulosa",883,1652,22805
"832","Alchornea grandis",884,1654,22803
"833","Alchornea latifolia",885,1655,22813
"834","Alchornea rugosa",886,1658,22800
"835","Alchornea scandens",887,1659,22799
"836","Alchornea triplinervia",888,1661,22797
"837","Alchorneopsis floribunda",890,1662,22826
"838","Aldina latifolia",891,1664,17347
"839","Aldrovanda vesiculosa",892,1665,14831
"840","Alectra picta",893,1666,6704
"841","Alectra rigida",894,1667,6706
"842","Alectra sessiliflora",895,1668,6705
"843","Alectryon connatum",897,1669,26125
"844","Alectryon coriaceus",898,1670,26124
"845","Alectryon oleifolius",899,1672,26127
"846","Alectryon semicinereum",900,1675,26120
"847","Alectryon subcinereum",901,1676,26119
"848","Alectryon tomentosum",902,1678,26126
"849","Alepidea peduncularis",903,1680,4783
"850","Aletris aurea",904,1681,36522
"851","Aletris farinosa",905,1682,36525
"852","Aleurites moluccanus",906,1686,22567
"853","Alfaroa costaricensis",908,1688,20405
"854","Alhagi maurorum",909,1692,15984
"855","Alhagi pseudalhagi",910,1693,15982
"856","Alibertia bertierifolia",912,1695,9409
"857","Alibertia claviflora",913,1696,9408
"858","Alibertia curviflora",914,1697,9407
"859","Alibertia dwyeri",915,1698,9406
"860","Alibertia edulis",916,1699,9410
"861","Alibertia pilosa",917,1702,9403
"862","Alisma gramineum",918,1706,36773
"863","Alisma lanceolatum",919,1707,36772
"864","Alisma plantago-aquatica",920,1708,36770
"865","Alisma subcordatum",921,1709,36769
"866","Alisma triviale",922,1710,36771
"867","Alkanna tinctoria",923,1716,8385
"868","Allanblackia floribunda",924,1718,20897
"869","Allantoma decandra",925,1725,12127
"870","Allantoma lineata",926,1726,12126
"871","Allantoma pluriflora",927,1727,12125
"872","Allenrolfea occidentalis",928,1728,14016
"873","Allenrolfea patagonica",929,1729,14015
"874","Alliaria petiolata",930,1730,23710
"875","Allium acuminatum",932,1731,31132
"876","Allium ampeloprasum",933,1734,31085
"877","Allium angulosum",934,1736,31113
"878","Allium ascalonicum",935,1738,31099
"879","Allium atroviolaceum",936,1739,31137
"880","Allium bidentatum",937,1742,31114
"881","Allium caeruleum",938,1745,31097
"882","Allium canadense",939,1746,31081
"883","Allium carinatum",940,1747,31080
"884","Allium carolinianum",941,1748,31094
"885","Allium cernuum",942,1749,31135
"886","Allium condensatum",943,1754,31104
"887","Allium cyaneum",944,1757,31076
"888","Allium drummondii",945,1760,31130
"889","Allium ericetorum",946,1763,31072
"890","Allium fetisowii",947,1764,31071
"891","Allium flavum",948,1767,31070
"892","Allium geyeri",949,1768,31069
"893","Allium guttatum",950,1769,31068
"894","Allium heldreichii",951,1770,31067
"895","Allium lineare",952,1778,31092
"896","Allium lusitanicum",953,1779,31112
"897","Allium mongolicum",954,1784,31115
"898","Allium narcissiflorum",955,1786,31128
"899","Allium neapolitanum",956,1787,31146
"900","Allium obliquum",957,1790,31087
"901","Allium oleraceum",958,1791,31141
"902","Allium pallens",959,1794,31057
"903","Allium paniculatum",960,1795,31056
"904","Allium pendulinum",961,1798,31127
"905","Allium platyspathum",962,1799,31053
"906","Allium polyrhizum",963,1800,31117
"907","Allium ramosum",964,1803,31119
"908","Allium roseum",965,1804,31123
"909","Allium rotundum",966,1805,31051
"910","Allium rubens",967,1806,31109
"911","Allium sativum",968,1809,31049
"912","Allium schoenoprasum",969,1812,31047
"913","Allium scorodoprasum",970,1813,31046
"914","Allium senescens",971,1814,31045
"915","Allium sphaerocephalon",972,1817,31140
"916","Allium stamineum",973,1819,31044
"917","Allium strictum",974,1821,31090
"918","Allium suaveolens",975,1822,31043
"919","Allium subhirsutum",976,1823,31124
"920","Allium tenuissimum",977,1829,31110
"921","Allium textile",978,1830,31129
"922","Allium tricoccum",979,1833,31120
"923","Allium triquetrum",980,1834,31126
"924","Allium ursinum",981,1838,31034
"925","Allium victorialis",982,1839,31033
"926","Allium vineale",983,1840,31138
"927","Allocasuarina acutivalvis",985,1842,20344
"928","Allocasuarina campestris",986,1843,20343
"929","Allocasuarina decaisneana",987,1844,20352
"930","Allocasuarina diminuta",988,1845,20337
"931","Allocasuarina distyla",989,1846,20338
"932","Allocasuarina gymnanthera",990,1847,20339
"933","Allocasuarina huegeliana",991,1848,20348
"934","Allocasuarina humilis",992,1849,20342
"935","Allocasuarina inophloia",993,1850,20350
"936","Allocasuarina littoralis",994,1851,20340
"937","Allocasuarina luehmannii",995,1852,20347
"938","Allocasuarina muelleriana",996,1853,20341
"939","Allocasuarina rigida",997,1854,20336
"940","Allocasuarina torulosa",998,1857,20351
"941","Allocasuarina verticillata",999,1858,20349
"942","Allophylus abyssinicus",1001,1860,26052
"943","Allophylus africanus",1002,1861,26050
"944","Allophylus amazonicus",1003,1862,26049
"945","Allophylus camptostachys",1004,1865,26046
"946","Allophylus cobbe",1005,1866,26051
"947","Allophylus divaricatus",1006,1868,26044
"948","Allophylus edulis",1007,1870,26042
"949","Allophylus floribundus",1008,1873,26039
"950","Allophylus glabratus",1009,1874,26038
"951","Allophylus incanus",1010,1876,26036
"952","Allophylus loretensis",1011,1878,26034
"953","Allophylus pilosus",1012,1882,26030
"954","Allophylus psilospermus",1013,1883,26029
"955","Allophylus punctatus",1014,1884,26028
"956","Allophylus racemosus",1015,1885,26027
"957","Allophylus rubifolius",1016,1886,26026
"958","Allophylus scrobiculatus",1017,1887,26025
"959","Allopterigeron filifolius",1018,1891,1034
"960","Alloteropsis cimicina",1019,1894,31889
"961","Alloteropsis semialata",1020,1895,31890
"962","Alluaudia procera",1021,1897,12733
"963","Alniphyllum fortunei",1022,1898,11634
"964","Alniphyllum pterospermum",1023,1899,11635
"965","Alnus acuminata",1025,1900,20331
"966","Alnus alnobetula",1026,1901,20335
"967","Alnus cordata",1027,1902,20329
"968","Alnus firma",1028,1903,20333
"969","Alnus formosana",1029,1904,20330
"970","Alnus glutinosa",1030,1905,20325
"971","Alnus hirsuta",1031,1906,20326
"972","Alnus incana",1032,1907,20327
"973","Alnus japonica",1033,1908,20334
"974","Alnus oblongifolia",1034,1909,20324
"975","Alnus rubra",1035,1910,20332
"976","Alnus serrulata",1036,1911,20323
"977","Alocasia brisbanensis",1037,1914,36565
"978","Alocasia macrorrhizos",1038,1915,36566
"979","Alocasia odora",1039,1916,36567
"980","Aloe buettneri",1041,1917,31205
"981","Aloe deserti",1042,1918,31206
"982","Aloe dichotoma",1043,1919,31216
"983","Aloe excelsa",1044,1920,31210
"984","Aloe lateritia",1045,1923,31203
"985","Aloe pearsonii",1046,1927,31212
"986","Aloe ramosissima",1047,1929,31215
"987","Aloe secundiflora",1048,1930,31208
"988","Aloe zebrina",1049,1932,31209
"989","Alonsoa meridionalis",1050,1933,7565
"990","Alopecurus aequalis",1051,1934,33284
"991","Alopecurus alpinus",1052,1935,33279
"992","Alopecurus arundinaceus",1053,1936,33283
"993","Alopecurus bulbosus",1054,1939,33286
"994","Alopecurus geniculatus",1055,1941,33287
"995","Alopecurus gerardii",1056,1942,33282
"996","Alopecurus magellanicus",1057,1944,33288
"997","Alopecurus myosuroides",1058,1946,33289
"998","Alopecurus pratensis",1059,1947,33280
"999","Alopecurus rendlei",1060,1948,33274
"1000","Alopecurus textilis",1061,1949,33281
"1001","Alopecurus utriculatus",1062,1951,33272
"1002","Aloysia gratissima",1063,1952,7370
"1003","Aloysia virgata",1064,1953,7371
"1004","Aloysia wrightii",1065,1954,7372
"1005","Alphitonia excelsa",1067,1955,19988
"1006","Alphitonia macrocarpa",1068,1956,19985
"1007","Alphitonia neocaledonica",1069,1957,19990
"1008","Alphitonia petriei",1070,1959,19987
"1009","Alphitonia whitei",1071,1961,19986
"1010","Alphonsea elliptica",1072,1963,37050
"1011","Alphonsea maingayi",1073,1965,37048
"1012","Alpinia caerulea",1075,1967,35811
"1013","Alseis blackiana",1076,1977,9559
"1014","Alseis floribunda",1077,1979,9561
"1015","Alseis labatioides",1078,1980,9557
"1016","Alseis microcarpa",1079,1981,9556
"1017","Alseis peruviana",1080,1982,9560
"1018","Alseodaphne bancana",1082,1983,37603
"1019","Alstonia actinophylla",1084,1998,10261
"1020","Alstonia boonei",1085,2000,10263
"1021","Alstonia constricta",1086,2001,10259
"1022","Alstonia costata",1087,2002,10258
"1023","Alstonia muelleriana",1088,2006,10254
"1024","Alstonia scholaris",1089,2008,10262
"1025","Alstonia spectabilis",1090,2009,10252
"1026","Alstroemeria aurea",1091,2011,36363
"1027","Alstroemeria ligtu",1092,2012,36364
"1028","Alternanthera albida",1094,2015,14161
"1029","Alternanthera brasiliana",1095,2016,14168
"1030","Alternanthera ficoidea",1096,2017,14162
"1031","Alternanthera philoxeroides",1097,2020,14165
"1032","Alternanthera polycephala",1098,2021,14159
"1033","Alternanthera pungens",1099,2023,14163
"1034","Alternanthera sessilis",1100,2024,14166
"1035","Althaea cannabina",1101,2026,24533
"1036","Althaea hirsuta",1102,2027,24534
"1037","Althaea ludwigii",1103,2028,24535
"1038","Althaea officinalis",1104,2029,24532
"1039","Alyogyne pinoniana",1105,2032,24641
"1040","Alysicarpus glumaceus",1106,2035,16228
"1041","Alysicarpus ovalifolius",1107,2037,16226
"1042","Alysicarpus rugosus",1108,2038,16225
"1043","Alysicarpus vaginalis",1109,2040,16231
"1044","Alyssoides utriculata",1110,2041,23905
"1045","Alyssum alpestre",1112,2042,23876
"1046","Alyssum alyssoides",1113,2043,23895
"1047","Alyssum dasycarpum",1114,2047,23899
"1048","Alyssum desertorum",1115,2048,23890
"1049","Alyssum fragillimum",1116,2051,23879
"1050","Alyssum hirsutum",1117,2054,23896
"1051","Alyssum linifolium",1118,2057,23881
"1052","Alyssum macrocalyx",1119,2059,23865
"1053","Alyssum minutum",1120,2061,23892
"1054","Alyssum montanum",1121,2062,23883
"1055","Alyssum murale",1122,2063,23874
"1056","Alyssum ovirense",1123,2066,23882
"1057","Alyssum serpyllifolium",1124,2071,23875
"1058","Alyssum simplex",1125,2073,23891
"1059","Alyssum tenuifolium",1126,2078,23901
"1060","Alyxia buxifolia",1128,2083,10204
"1061","Alyxia ilicifolia",1129,2084,10203
"1062","Alyxia ruscifolia",1130,2089,10208
"1063","Alyxia sinensis",1131,2090,10205
"1064","Alyxia spicata",1132,2091,10206
"1065","Alyxia stellata",1133,2092,10199
"1066","Alzatea verticillata",1134,2094,27017
"1067","Amaioua corymbosa",1135,2095,9393
"1068","Amaioua guianensis",1136,2096,9394
"1069","Amanoa bracteosa",1137,2097,21784
"1070","Amanoa oblongifolia",1138,2098,21783
"1071","Amaranthus albus",1140,2099,14266
"1072","Amaranthus blitoides",1141,2100,14258
"1073","Amaranthus blitum",1142,2101,14262
"1074","Amaranthus cannabinus",1143,2102,14253
"1075","Amaranthus deflexus",1144,2105,14261
"1076","Amaranthus dinteri",1145,2106,14251
"1077","Amaranthus graecizans",1146,2107,14260
"1078","Amaranthus hybridus",1147,2108,14257
"1079","Amaranthus mitchellii",1148,2111,14248
"1080","Amaranthus powellii",1149,2113,14256
"1081","Amaranthus praetermissus",1150,2114,14259
"1082","Amaranthus retroflexus",1151,2116,14255
"1083","Amaranthus spinosus",1152,2118,14254
"1084","Amaranthus thunbergii",1153,2119,14245
"1085","Amaranthus viridis",1154,2120,14264
"1086","Ambelania duckei",1155,2123,9796
"1087","Ambelania occidentalis",1156,2124,9797
"1088","Amblygonocarpus andongensis",1157,2125,18061
"1089","Amborella trichopoda",1158,2128,38098
"1090","Ambrosia ambrosioides",1160,2129,503
